0.497052154,1268,0.968707483,0.8,New Point
1.462857143,1610,0.343945578,0.8,New Point
1.815510204,1875,0.674829932,0.8,New Point
2.493061224,2231,0.104489796,0.8,New Point
2.594285714,2541,0.274285714,0.8,New Point
2.873469388,2183,0.037732426,0.8,New Point
2.896689342,1916,1.195827664,0.8,New Point
4.152380952,1593,0.279365079,0.8,New Point
4.429206349,1282,0.419047619,0.8,New Point
5.084081633,1738,0.251428571,0.8,New Point
5.528163265,1738,0.277551020,0.8,New Point
5.986394558,1700,0.278639456,0.8,New Point
6.247619048,1958,0.330884354,0.8,New Point
6.589387755,1700,0.324353741,0.8,New Point
6.992108844,1593,0.957823129,0.8,New Point
8.584489796,1282,0.855510204,0.8,New Point
9.443265306,1628,0.385306122,0.8,New Point
9.822040816,1895,0.577959184,0.8,New Point
10.406530612,2231,0.101224490,0.8,New Point
10.517551020,2541,0.290612245,0.8,New Point
10.827755102,2206,0.016326531,0.8,New Point
10.857142857,1916,1.273469388,0.8,New Point
12.137142857,1593,0.303673469,0.8,New Point
12.447346939,1282,0.391836735,0.8,New Point
12.897959184,1414,1.080816327,0.8,New Point
14.034285714,1682,0.365714286,0.8,New Point
14.410884354,1414,0.320000000,0.8,New Point
14.840816327,1268,0.897959184,0.8,New Point
16.378775510,1576,0.383129252,0.8,New Point
16.788027211,1700,0.565986395,0.8,New Point
17.380136054,1429,0.661768707,0.8,New Point
18.059319728,1610,0.278639456,0.8,New Point
18.451156463,1682,0.235102041,0.8,New Point
18.738503401,1916,0.583401361,0.8,New Point
19.304489796,1610,0.304761905,0.8,New Point
19.617959184,1916,0.095782313,0.8,New Point
19.718095238,2231,0.000022676,0.8,New Point
19.739863946,2541,0.835918367,0.8,New Point
20.729614512,2513,0.214784580,0.8,New Point
21.014058957,2330,0.226394558,0.8,New Point
21.302857143,2159,0.269206349,0.8,New Point
21.582222222,1916,0.543492063,0.8,New Point
22.186666667,1776,0.259047619,0.8,New Point
22.496507937,1895,0.949841270,0.8,New Point
24.154557823,1282,0.725623583,0.8,New Point
24.920816327,1593,0.348299320,0.8,New Point
25.280725624,1895,0.545668934,0.8,New Point
25.843809524,2255,0.110294785,0.8,New Point
25.965714286,2541,0.452789116,0.8,New Point
26.470748299,2355,0.046439909,0.8,New Point
26.546213152,2113,0.220589569,0.8,New Point
26.778412698,1916,0.052244898,0.8,New Point
26.836462585,1738,0.290249433,0.8,New Point
27.167346939,1429,0.493424036,0.8,New Point
27.672380952,1682,0.052244898,0.8,New Point
27.736235828,1916,0.017414966,0.8,New Point
27.788480726,2136,0.185759637,0.8,New Point
28.055510204,1916,0.267029478,0.8,New Point
28.327619048,1610,0.284444444,0.8,New Point
28.617142857,1916,0.365714286,0.8,New Point
29.028571429,1738,0.233650794,0.8,New Point
29.282539683,1646,0.264126984,0.8,New Point
29.572063492,1445,0.320000000,0.8,New Point
29.917460317,1282,0.640000000,0.8,New Point
31.502222222,1268,0.919365079,0.8,New Point
32.470204082,1593,0.274285714,0.8,New Point
32.822857143,1937,0.535510204,0.8,New Point
33.384489796,2231,0.117551020,0.8,New Point
33.521632653,2569,0.372244898,0.8,New Point
33.913469388,2459,0.163265306,0.8,New Point
34.076734694,2279,0.065306122,0.8,New Point
34.174693878,2090,0.143673469,0.8,New Point
34.351020408,1916,0.091428571,0.8,New Point
34.468571429,1738,0.306938776,0.8,New Point
34.808163265,1429,0.502857143,0.8,New Point
35.382857143,1664,0.045714286,0.8,New Point
35.461224490,1916,0.052244898,0.8,New Point
35.526530612,2136,0.261224490,0.8,New Point
35.872653061,1875,0.261224490,0.8,New Point
36.146938776,1593,0.378775510,0.8,New Point
36.525714286,1916,0.359183673,0.8,New Point
36.950204082,1719,0.267755102,0.8,New Point
37.289795918,1593,0.287346939,0.8,New Point
37.596734694,1429,0.489795918,0.8,New Point
38.171428571,1268,1.534693878,0.8,New Point
